"","FILE","MODEL","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","NUM_CLUSTERS","N_MONOMERS","FILE_N","RANK","inv.RANK","VIS","V1","Entry.Name","Gene.Names","Gene.Names..primary.","Gene.Names..synonym.","Organism","Organism..ID.","Protein.names","Proteomes","Taxonomic.lineage"
"343","MYD88_Q9D8V0_x1",1,0.53,73.41,0.5107,0.1657,0.0236,31,33,1,2,"MYD88_Q9D8V0_x1_2",1,5,NA,"Q9D8V0","HM13_MOUSE","Hm13 H13 Psl3","Hm13","H13 Psl3","Mus musculus (Mouse)",10090,"Minor histocompatibility antigen H13 (EC 3.4.23.-) (Presenilin-like protein 3) (Signal peptide peptidase)","UP000000589: Chromosome 2","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"344","MYD88_Q9DBC7_x1",4,2.08,75.94,0.4407,0.3266,0.1302,38,28,1,2,"MYD88_Q9DBC7_x1_2",1,5,NA,"Q9DBC7","KAP0_MOUSE","Prkar1a","Prkar1a",NA,"Mus musculus (Mouse)",10090,"cAMP-dependent protein kinase type I-alpha regulatory subunit [Cleaved into: cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed]","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"345","MYD88_Q9DBP5_x1",4,0.53,81.4,0.4558,0.1866,0.0152,26,20,1,2,"MYD88_Q9DBP5_x1_2",1,5,NA,"Q9DBP5","KCY_MOUSE","Cmpk1 Cmk Cmpk Uck Umk Umpk","Cmpk1","Cmk Cmpk Uck Umk Umpk","Mus musculus (Mouse)",10090,"UMP-CMP kinase (EC 2.7.4.14) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Nucleoside-diphosphate kinase) (EC 2.7.4.6) (Uridine monophosphate/cytidine monophosphate kinase) (UMP/CMP kinase) (UMP/CMPK)","UP000000589: Unplaced","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"346","MYD88_Q9DBS1_x1",1,1.3,78.29,0.5113,0.2663,0.0074,31,39,1,2,"MYD88_Q9DBS1_x1_2",1,5,NA,"Q9DBS1","TMM43_MOUSE","Tmem43","Tmem43",NA,"Mus musculus (Mouse)",10090,"Transmembrane protein 43 (Protein LUMA)","UP000000589: Chromosome 6","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"347","MYD88_Q9DBS5_x1",1,3.91,67.05,0.3864,0.1558,0.0087,25,21,1,2,"MYD88_Q9DBS5_x1_2",1,5,NA,"Q9DBS5","KLC4_MOUSE","Klc4 Knsl8","Klc4","Knsl8","Mus musculus (Mouse)",10090,"Kinesin light chain 4 (KLC 4) (Kinesin-like protein 8)","UP000000589: Chromosome 17","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"348","MYD88_Q9DCJ1_x1",2,0.47,83.9,0.6056,0.306,0.0985,34,28,1,2,"MYD88_Q9DCJ1_x1_2",1,5,NA,"Q9DCJ1","LST8_MOUSE","Mlst8 Gbl Lst8","Mlst8","Gbl Lst8","Mus musculus (Mouse)",10090,"Target of rapamycin complex subunit LST8 (TORC subunit LST8) (G protein beta subunit-like) (Protein GbetaL) (Mammalian lethal with SEC13 protein 8) (mLST8)","UP000000589: Chromosome 17","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"349","MYD88_Q9DCM0_x1",2,2.37,81.12,0.4714,0.2061,0.0132,29,23,1,2,"MYD88_Q9DCM0_x1_2",1,5,NA,"Q9DCM0","ETHE1_MOUSE","Ethe1 Hsco","Ethe1","Hsco","Mus musculus (Mouse)",10090,"Persulfide dioxygenase ETHE1, mitochondrial (EC 1.13.11.18) (Ethylmalonic encephalopathy protein 1 homolog) (Hepatoma subtracted clone one protein) (Sulfur dioxygenase ETHE1)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"350","MYD88_Q9DCN2_x1",1,0.7,82.27,0.5079,0.3668,0.0364,39,51,1,2,"MYD88_Q9DCN2_x1_2",1,5,NA,"Q9DCN2","NB5R3_MOUSE","Cyb5r3 Dia1","Cyb5r3","Dia1","Mus musculus (Mouse)",10090,"NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1)","UP000000589: Chromosome 15","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"351","MYD88_Q9EQR6_x1",3,1.25,76.9,0.6288,0.0474,0.0077,16,13,1,2,"MYD88_Q9EQR6_x1_2",1,5,NA,"Q9EQR6","FANCG_MOUSE","Fancg","Fancg",NA,"Mus musculus (Mouse)",10090,"Fanconi anemia group G protein homolog (Protein FACG)","UP000000589: Chromosome 4","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"352","MYD88_Q9ER72_x1",2,1.58,81.28,0.6167,0.0385,6e-04,12,9,2,2,"MYD88_Q9ER72_x1_2",1,5,NA,"Q9ER72","SYCC_MOUSE","Cars1 Cars","Cars1","Cars","Mus musculus (Mouse)",10090,"Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"353","MYD88_Q9ESJ0_x1",1,3.61,82.96,0.7471,0.1911,0.0144,39,52,1,2,"MYD88_Q9ESJ0_x1_2",1,5,NA,"Q9ESJ0","XPO4_MOUSE","Xpo4 Kiaa1721","Xpo4","Kiaa1721","Mus musculus (Mouse)",10090,"Exportin-4 (Exp4)","UP000000589: Chromosome 14","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"354","MYD88_Q9EST4_x1",2,0.99,79.96,0.5163,0.2293,0.0624,27,29,1,2,"MYD88_Q9EST4_x1_2",1,5,NA,"Q9EST4","PSMG2_MOUSE","Psmg2 Clast3 Tnfsf5ip1","Psmg2","Clast3 Tnfsf5ip1","Mus musculus (Mouse)",10090,"Proteasome assembly chaperone 2 (CD40 ligand-activated specific transcript 3) (Tumor necrosis factor superfamily member 5-induced protein 1)","UP000000589: Chromosome 18","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"355","MYD88_Q9ESX4_x1",1,3.7,66.54,0.4066,0.2778,0.1083,28,26,1,2,"MYD88_Q9ESX4_x1_2",1,5,NA,"Q9ESX4","ZCC17_MOUSE","Zcchc17 Ps1d Ldc4","Zcchc17","Ps1d","Mus musculus (Mouse)",10090,"Zinc finger CCHC domain-containing protein 17 (Nucleolar protein of 40 kDa) (pNO40) (Putative S1 RNA-binding domain protein) (PS1D protein)","UP000000589: Chromosome 4","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"356","MYD88_Q9ET30_x1",2,0.71,81.66,0.6489,0.2968,0.1589,32,33,1,2,"MYD88_Q9ET30_x1_2",1,5,NA,"Q9ET30","TM9S3_MOUSE","Tm9sf3 Smbp","Tm9sf3","Smbp","Mus musculus (Mouse)",10090,"Transmembrane 9 superfamily member 3","UP000000589: Chromosome 19","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"357","MYD88_Q9JI11_x1",1,3.19,72.32,0.5175,0.4175,0.1814,47,42,1,2,"MYD88_Q9JI11_x1_2",1,5,NA,"Q9JI11","STK4_MOUSE","Stk4 Mst1","Stk4","Mst1","Mus musculus (Mouse)",10090,"Serine/threonine-protein kinase 4 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 1) (MST-1) (STE20-like kinase MST1) [Cleaved into: Serine/threonine-protein kinase 4 37kDa subunit (MST1/N); Serine/threonine-protein kinase 4 18kDa subunit (MST1/C)]","UP000000589: Chromosome 2","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"358","MYD88_Q9JIW9_x1",5,0.84,79.54,0.5943,0.438,0.354,34,29,1,2,"MYD88_Q9JIW9_x1_2",1,5,NA,"Q9JIW9","RALB_MOUSE","Ralb","Ralb",NA,"Mus musculus (Mouse)",10090,"Ras-related protein Ral-B (EC 3.6.5.2)","UP000000589: Chromosome 1","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"359","MYD88_Q9JJU8_x1",5,2.62,76.19,0.3845,0.0102,1e-04,8,4,2,2,"MYD88_Q9JJU8_x1_2",1,5,NA,"Q9JJU8","SH3L1_MOUSE","Sh3bgrl","Sh3bgrl",NA,"Mus musculus (Mouse)",10090,"Adapter Sh3bgrl (SH3 domain-binding glutamic acid-rich-like protein 1)","UP000000589: Chromosome X","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"360","MYD88_Q9JJZ2_x1",2,0.56,83.7,0.726,0.4567,0.3383,60,70,1,2,"MYD88_Q9JJZ2_x1_2",1,5,NA,"Q9JJZ2","TBA8_MOUSE","Tuba8","Tuba8",NA,"Mus musculus (Mouse)",10090,"Tubulin alpha-8 chain (EC 3.6.5.-) (Alpha-tubulin 8) [Cleaved into: Dephenylalaninated tubulin alpha-8 chain]","UP000000589: Chromosome 6","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"361","MYD88_Q9JK38_x1",5,2.25,82.88,0.4121,0.0282,4e-04,9,9,2,2,"MYD88_Q9JK38_x1_2",1,5,NA,"Q9JK38","GNA1_MOUSE","Gnpnat1 Gna1","Gnpnat1","Gna1","Mus musculus (Mouse)",10090,"Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4) (Phosphoglucosamine acetylase) (Phosphoglucosamine transacetylase) (Protein EMeg32)","UP000000589: Chromosome 14","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"362","MYD88_Q9JK45_x1",5,5.17,53.51,0.3565,0.0158,1e-04,11,12,1,2,"MYD88_Q9JK45_x1_2",1,5,NA,"Q9JK45","KCNQ5_MOUSE","Kcnq5","Kcnq5",NA,"Mus musculus (Mouse)",10090,"Potassium voltage-gated channel subfamily KQT member 5 (KQT-like 5) (Potassium channel subunit alpha KvLQT5) (Voltage-gated potassium channel subunit Kv7.5)","UP000000589: Chromosome 1","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"363","MYD88_Q9JK91_x1",2,5.71,72.85,0.4482,0.0428,0.0166,14,12,1,2,"MYD88_Q9JK91_x1_2",1,5,NA,"Q9JK91","MLH1_MOUSE","Mlh1","Mlh1",NA,"Mus musculus (Mouse)",10090,"DNA mismatch repair protein Mlh1 (MutL protein homolog 1)","UP000000589: Chromosome 9","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"364","MYD88_Q9JKR6_x1",2,3.37,75.54,0.598,0.2815,0.0793,28,32,1,2,"MYD88_Q9JKR6_x1_2",1,5,NA,"Q9JKR6","HYOU1_MOUSE","Hyou1 Grp170","Hyou1","Grp170","Mus musculus (Mouse)",10090,"Hypoxia up-regulated protein 1 (GRP-170) (140 kDa Ca(2+)-binding protein) (CBP-140)","UP000000589: Chromosome 9","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"365","MYD88_Q9JKV1_x1",5,4.36,61.46,0.2936,0.194,0.0142,25,23,1,2,"MYD88_Q9JKV1_x1_2",1,5,NA,"Q9JKV1","ADRM1_MOUSE","Adrm1 Gp110","Adrm1","Gp110","Mus musculus (Mouse)",10090,"Proteasomal ubiquitin receptor ADRM1 (110 kDa cell membrane glycoprotein) (Gp110) (Adhesion-regulating molecule 1) (ARM-1) (Rpn13 homolog)","UP000000589: Chromosome 2","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"366","MYD88_Q9JKY0_x1",5,4.04,80.03,0.5234,0.3767,0.0513,43,52,1,2,"MYD88_Q9JKY0_x1_2",1,5,NA,"Q9JKY0","CNOT9_MOUSE","Cnot9 Rcd1 Rqcd1","Cnot9","Rcd1 Rqcd1","Mus musculus (Mouse)",10090,"CCR4-NOT transcription complex subunit 9 (Cell differentiation protein RQCD1 homolog) (Rcd-1) (EPO-induced protein FL10)","UP000000589: Chromosome 1","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"367","MYD88_Q9JL16_x1",5,2.18,66.77,0.4561,0.4385,0.3452,59,59,1,2,"MYD88_Q9JL16_x1_2",1,5,NA,"Q9JL16","ISG20_MOUSE","Isg20","Isg20",NA,"Mus musculus (Mouse)",10090,"Interferon-stimulated gene 20 kDa protein (EC 3.1.13.1) (Promyelocytic leukemia nuclear body-associated protein ISG20) (Protein DnaQL)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
