Significant,-LOG(P-value),Difference,Protein IDs,Majority protein IDs,Protein names,Gene names,Potential contaminant,Peptides,Mol. weight [kDa],Valid values,Valid values 30 min,Valid values unstim,30 min_1 neu,30 min_2 neu,30 min_3 neu,30 min_4 neu,unstim_1 neu,unstim_2 neu,unstim_3 neu,unstim_4 neu
,1.02807166,1.126550198,Q99JW4,Q99JW4,LIM and senescent cell antigen-like-containing domain protein 1,Lims1,,5,37.24,8,4,4,16.20870018,16.77029991,15.19040012,16.71870041,15.42339993,13.91260052,15.09719944,15.94869995
,1.403611652,1.056425571,Q99JX4,Q99JX4,Eukaryotic translation initiation factor 3 subunit M,Eif3m,,15,42.516,8,4,4,19.34760094,18.46409988,19.43050003,17.95899963,17.93899918,17.38509941,18.17950058,17.47189903
,1.578453194,0.6014003754,Q99JX7,Q99JX7,Nuclear RNA export factor 1,Nxf1,,20,70.299,8,4,4,19.83300018,20.31480026,20.27260017,20.37120056,19.55529976,19.74699974,19.15850067,19.92519951
+,3.653452415,1.964925051,Q99JY0,Q99JY0,"Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase",Hadhb,,17,51.386,8,4,4,18.32220078,18.31340027,18.73679924,17.65259933,16.29879951,16.49139977,15.98429966,16.39080048
+,4.761272539,3.273349285,Q99JY9;Q641P0,Q99JY9,Actin-related protein 3,Actr3,,22,47.357,8,4,4,22.30330086,22.41329956,22.83869934,21.79229927,19.13750076,18.79570007,18.84910011,19.47190094
,2.139406318,0.9017753601,Q99K43,Q99K43,Protein regulator of cytokinesis 1,Prc1,,17,70.289,8,4,4,19.3390007,19.9708004,19.73329926,18.94779968,18.61669922,18.60659981,18.52099991,18.63949966
,2.038332753,1.009075165,Q99K48,Q99K48,Non-POU domain-containing octamer-binding protein,Nono,,21,54.54,8,4,4,21.56889915,21.78100014,21.80319977,20.77280045,20.51409912,20.71949959,20.17550087,20.48049927
,0.391941959,1.139608622,Q99K85,Q99K85,Phosphoserine aminotransferase,Psat1,,18,40.472,7,3,4,14.42710018,16.26070023,NaN,17.03450012,16.78809929,15.73330021,13.74790001,12.80200005
+,2.344870943,6.21222496,Q99KD5,Q99KD5,Protein unc-45 homolog A,Unc45a,,19,103.45,8,4,4,18.93549919,18.68160057,19.53149986,18.22710037,10.80970001,10.53979969,12.64309978,16.53420067
,2.005519978,0.6732254028,Q99KG3,Q99KG3,RNA-binding protein 10,Rbm10,,19,103.49,8,4,4,19.56870079,19.41629982,19.95050049,19.26939964,18.99349976,18.95000076,18.56069946,19.00779915
+,1.919343675,1.569399834,Q99KI0,Q99KI0,"Aconitate hydratase, mitochondrial",Aco2,,30,85.462,8,4,4,14.41450024,14.68190002,14.56780052,15.52499962,13.11980057,13.99349976,13.52620029,12.27210045
+,1.269038765,1.426049709,Q99KK2,Q99KK2,N-acylneuraminate cytidylyltransferase,Cmas,,7,48.057,8,4,4,18.13339996,16.86339951,18.55979919,17.54969978,16.93440056,15.02470016,16.3593998,17.08359909
,0.9349623185,0.3502745628,Q99KP6,Q99KP6,Pre-mRNA-processing factor 19,Prpf19,,17,55.238,8,4,4,21.6609993,22.00079918,22.09049988,21.76250076,21.55179977,21.81340027,21.06830025,21.68020058
,0.06163409192,-0.1325081984,Q99KQ4,Q99KQ4,Nicotinamide phosphoribosyltransferase,Nampt,,16,55.446,7,3,4,11.45460033,11.20849991,13.8930006,NaN,12.67840004,12.04100037,11.90130043,12.65079975
+,1.479594161,2.388708591,Q99KU1,Q99KU1,Dehydrodolichyl diphosphate syntase complex subunit Dhdds,Dhdds,,2,38.509,7,3,4,17.39949989,NaN,18.0727005,15.3281002,15.57129955,13.80259991,14.48029995,14.32470036
,0.2552841572,-0.2971744537,Q99KV1,Q99KV1,DnaJ homolog subfamily B member 11,Dnajb11,,8,40.555,8,4,4,17.18939972,16.50230026,16.57010078,15.34329987,17.40049934,16.02899933,16.67259979,16.69169998
+,3.879079829,3.355849981,Q99KW3,Q99KW3,TRIO and F-actin-binding protein,Triobp,,9,223.37,8,4,4,13.59070015,14.05140018,14.47550011,13.84549999,11.50710011,9.965499878,10.25110054,10.81599998
,0.821996986,1.008511543,Q99KY4,Q99KY4,Cyclin-G-associated kinase,Gak,,17,143.64,5,2,3,8.982979774,NaN,9.748290062,NaN,8.497449875,7.707719803,NaN,8.866200447
,0.3024954357,-0.4581092199,Q99L28,Q99L28,Probable ribosome biogenesis protein RLP24,Rsl24d1,,3,19.611,7,3,4,18.5807991,NaN,18.11520004,16.56649971,18.96840096,17.88010025,17.56310081,18.4375
,0.4044769582,0.2663993835,Q99L45,Q99L45,Eukaryotic translation initiation factor 2 subunit 2,Eif2s2,,22,38.092,8,4,4,20.45569992,20.84149933,20.67910004,19.84289932,20.40620041,20.1541996,19.66600037,20.5272007
,0,0.16822505,Q99L47,Q99L47,Hsc70-interacting protein,St13,,9,41.655,5,4,1,13.04390049,16.25259972,17.46249962,16.18390083,NaN,NaN,NaN,15.56750011
+,2.604469646,-2.061673244,Q99LB0,Q99LB0,Deoxynucleotidyltransferase terminal-interacting protein 1,Dnttip1,,3,36.852,7,3,4,11.03999996,NaN,11.31229973,10.1998806,12.55850029,12.71700001,12.89519978,13.47889996
+,2.56323787,1.905474663,Q99LB2,Q99LB2,Dehydrogenase/reductase SDR family member 4,Dhrs4,,4,29.884,8,4,4,17.23659897,17.57719994,18.19470024,17.22399902,14.97659969,15.32120037,15.90559959,16.40719986
,0.03781982368,-0.09012460709,Q99LC2,Q99LC2,Cleavage stimulation factor subunit 1,Cstf1,,6,48.381,8,4,4,16.6753006,14.82750034,16.40180016,13.39710045,16.21730042,15.38449955,15.40779972,14.65260029
,0,NaN,Q99LC3,Q99LC3,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",Ndufa10,,7,40.603,3,0,3,NaN,NaN,NaN,NaN,13.79240036,13.83670044,NaN,13.91419983
,0.6997905588,0.4511723518,Q99LC5,Q99LC5,"Electron transfer flavoprotein subunit alpha, mitochondrial",Etfa,,12,35.009,8,4,4,10.23009968,10.42500019,10.63529968,11.37779999,10.18519974,10.75259972,10.00390053,9.92181015
,0.5108162206,-0.4342498779,Q99LC8,Q99LC8,Translation initiation factor eIF-2B subunit alpha,Eif2b1,,6,33.816,8,4,4,13.48110008,13.69180012,14.07480049,13.53030014,14.99030018,14.0145998,14.2918005,13.21829987
,0.6890402851,0.7205670675,Q99LC9,Q99LC9,Peroxisome assembly factor 2,Pex6,,5,104.55,5,2,3,NaN,NaN,15.31459999,14.49060059,13.73009968,14.22039986,NaN,14.59560013
+,1.560389932,2.54851675,Q99LD4,Q99LD4,COP9 signalosome complex subunit 1,Gps1,,13,53.442,5,2,3,NaN,NaN,13.28620052,11.74349976,10.11660004,10.22130013,9.561100006,NaN
,0.3442604867,0.3345503807,Q99LE6,Q99LE6,ATP-binding cassette sub-family F member 2,Abcf2,,27,71.781,8,4,4,20.01910019,20.00130081,20.29669952,18.47200012,19.50169945,19.32189941,19.29430008,19.33300018
,2.214471174,0.8889498711,Q99LF4,Q99LF4,tRNA-splicing ligase RtcB homolog,Rtcb,,23,55.249,8,4,4,22.47830009,22.63619995,22.87529945,22.09119987,21.70540047,21.68460083,21.24169922,21.89349937
,0.1289323841,0.1246500015,Q99LG0,Q99LG0,Ubiquitin carboxyl-terminal hydrolase 16,Usp16,,6,93.433,8,4,4,14.50710011,15.09360027,15.59249973,14.34210014,14.46880054,14.91399956,14.33520031,15.31869984
,0.170033334,0.1067500114,Q99LH1,Q99LH1,Nucleolar GTP-binding protein 2,Gnl2,,19,83.345,8,4,4,18.58419991,18.89030075,19.40369987,18.47660065,18.78280067,18.65850067,18.44029999,19.0461998
,0.7012693377,1.444217205,Q99LH2,Q99LH2,Phosphatidylserine synthase 1,Ptdss1,,2,55.603,5,2,3,14.11000061,NaN,14.16470051,NaN,11.7553997,NaN,12.30720043,14.01679993
+,2.134755,1.435024977,Q99LI5,Q99LI5,Zinc finger protein 281,Znf281,,4,96.683,8,4,4,15.43560028,15.74479961,15.97789955,15.38790035,13.31140041,14.2493,14.31869984,14.92669964
,0,NaN,Q99LI8,Q99LI8,Hepatocyte growth factor-regulated tyrosine kinase substrate,Hgs,,3,86.014,3,3,0,15.14089966,14.21490002,NaN,13.74499989,NaN,NaN,NaN,NaN
,0.5734410761,0.2142748833,Q99LI9,Q99LI9,Polyribonucleotide 5-hydroxyl-kinase Clp1,Clp1,,2,47.737,8,4,4,14.98789978,14.6243,15.24650002,14.79810047,14.8448,14.67790031,14.38780022,14.88920021
,1.710042781,0.6642751694,Q99LL5,Q99LL5,Periodic tryptophan protein 1 homolog,Pwp1,,12,55.586,8,4,4,19.36849976,19.47680092,19.07209969,18.55279922,18.47819901,18.4034996,18.54599953,18.38540077
,0,0.5276664098,Q99LM2,Q99LM2,CDK5 regulatory subunit-associated protein 3,Cdk5rap3,,5,56.99,4,3,1,NaN,12.8302002,13.35630035,12.70390034,NaN,NaN,12.43580055,NaN
+,2.49327358,-1.896933715,Q99LM9,Q99LM9,Transcriptional adapter 1,Tada1,,5,37.408,7,3,4,12.85579967,12.76449966,13.34899998,NaN,14.99699974,14.47480011,14.45610046,15.6189003
,1.115031895,0.885266304,Q99LR1,Q99LR1,Monoacylglycerol lipase ABHD12,Abhd12,,4,45.269,5,3,2,14.8682003,15.35289955,14.76650047,NaN,NaN,14.43010044,13.7911005,NaN
+,1.733711291,1.222974777,Q99LX5,Q99LX5,Multiple myeloma tumor-associated protein 2 homolog,Mmtag2,,3,29.298,8,4,4,16.35989952,16.70140076,16.05469894,16.19330025,15.39350033,15.50629997,14.04150009,15.47609997
+,1.951181354,2.256683191,Q99M28,Q99M28,RNA-binding protein with serine-rich domain 1,Rnps1,,3,34.208,7,3,4,16.21619987,16.50440025,17.42899895,NaN,14.97459984,13.63700008,15.33819962,13.8895998
,0.1217824239,-0.1213755608,Q99M31,Q99M31,Heat shock 70 kDa protein 14,Hspa14,,24,54.65,8,4,4,16.50849915,17.20639992,16.2553997,16.30439949,16.96190071,17.4034996,16.10659981,16.28820038
,0.01496845993,-0.02519965172,Q99M87,Q99M87,"DnaJ homolog subfamily A member 3, mitochondrial",Dnaja3,,9,52.443,8,4,4,17.92309952,17.32620049,18.20059967,15.79119968,17.64049911,17.38739967,16.8022995,17.51169968
,0,NaN,Q99MD9,Q99MD9,Nuclear autoantigenic sperm protein,Nasp,,12,83.953,3,3,0,10.78100014,12.15630054,11.61590004,NaN,NaN,NaN,NaN,NaN
,2.011536532,1.00025034,Q99ME2,Q99ME2,WD repeat-containing protein 6,Wdr6,,18,121.9,8,4,4,18.49550056,18.52459908,18.52479935,17.5060997,17.21640015,17.48449898,17.04769897,17.30139923
,1.473215203,0.5504751205,Q99ME9,Q99ME9,Nucleolar GTP-binding protein 1,Gtpbp4,,20,74.112,8,4,4,21.03919983,21.21120071,21.49370003,21.0102005,20.6371994,20.84000015,20.16690063,20.9083004
,0.7586670695,0.3662252426,Q99MJ9,Q99MJ9,ATP-dependent RNA helicase DDX50,Ddx50,,13,82.175,8,4,4,18.0984993,17.83329964,18.39559937,17.57990074,17.49609947,17.77540016,17.21929932,17.95159912
,1.552352965,0.5813746452,Q99MN1,Q99MN1,Lysine--tRNA ligase,Kars,,27,67.839,8,4,4,18.46279907,18.56089973,18.57229996,18.104599,18.21080017,17.90449905,17.39049911,17.86930084
,1.450816486,0.5413756371,Q99MR6,Q99MR6,Serrate RNA effector molecule homolog,Srrt,,21,100.45,8,4,4,18.71240044,18.7954998,19.3295002,18.47220039,18.1718998,18.44820023,18.10669899,18.41729927
,2.042298713,0.8820500374,Q99MU3,Q99MU3,Double-stranded RNA-specific adenosine deaminase,Adar,,18,130.45,8,4,4,17.44519997,17.51639938,17.63479996,16.97310066,16.54170036,16.51709938,16.04660034,16.93589973
+,2.781323285,1.891374826,Q99N84,Q99N84,"28S ribosomal protein S18b, mitochondrial",Mrps18b,,3,28.702,8,4,4,16.87969971,15.60439968,16.71689987,16.48110008,14.93610001,14.05249977,14.79339981,14.33460045
,0.02384623459,0.04956626892,Q99N87,Q99N87,"28S ribosomal protein S5, mitochondrial",Mrps5,,6,48.206,5,2,3,NaN,12.50829983,NaN,14.22869968,NaN,13.17179966,13.1114006,13.6736002
,0.3529273092,0.341492335,Q99N93,Q99N93,"39S ribosomal protein L16, mitochondrial",Mrpl16,,5,28.803,7,3,4,15.97649956,16.31550026,16.38080025,NaN,16.05699921,14.92749977,16.04489899,16.50169945
,0.5691681381,0.561249733,Q99N94,Q99N94,"39S ribosomal protein L9, mitochondrial",Mrpl9,,6,30.244,8,4,4,17.89839935,17.21260071,17.75379944,16.11369896,16.63640022,16.6208992,16.20059967,17.27560043
,0.2992911646,0.6343004704,Q99N95,Q99N95,"39S ribosomal protein L3, mitochondrial",Mrpl3,,6,39.109,6,2,4,15.19330025,13.63800049,NaN,NaN,14.99119949,12.92940044,14.09599972,13.10879993
,0.9846341026,-0.8297502995,Q99N96,Q99N96,"39S ribosomal protein L1, mitochondrial",Mrpl1,,7,37.596,8,4,4,15.09060001,15.41249943,15.75239944,15.40359974,16.05369949,16.45079994,15.24979973,17.22380066
,2.339329562,0.763625145,Q99NB9,Q99NB9,Splicing factor 3B subunit 1,Sf3b1,,50,145.81,8,4,4,20.14780045,20.29850006,20.60740089,20.00810051,19.33760071,19.67340088,19.26659966,19.72970009
,0.6333299518,0.2505252361,Q99NH0,Q99NH0,Ankyrin repeat domain-containing protein 17,Ankrd17,,28,274.21,8,4,4,16.46689987,16.44149971,16.69449997,16.51119995,16.1942997,16.3878994,15.83549976,16.6942997
,1.087456997,1.137432734,Q99P69,Q99P69,Kinetochore protein Nuf2,Nuf2,,6,54.594,6,3,3,13.81449986,13.22490025,14.10309982,NaN,12.1437006,12.17320061,NaN,13.41330051
,1.858539338,1.099749565,Q99P72,Q99P72,Reticulon-4,Rtn4,,16,126.61,8,4,4,22.41309929,23.2663002,22.57699966,22.35619926,21.00919914,22.14669991,21.3682003,21.68950081
,0.861489566,0.6101753712,Q99P88,Q99P88,Nuclear pore complex protein Nup155,Nup155,,28,155.12,8,4,4,16.21010017,16.1243,15.8689003,15.19960022,15.03779984,14.65649986,15.31559944,15.95230007
,0.1095886636,-0.290933609,Q99PG2,Q99PG2,Opioid growth factor receptor,Ogfr,,15,70.678,6,3,3,NaN,12.19649982,15.26920033,12.69849968,13.69810009,13.88910007,13.44980049,NaN
,2.122958691,0.8163995743,Q99PL5,Q99PL5,Ribosome-binding protein 1,Rrbp1,,35,172.88,8,4,4,18.60179901,18.76840019,18.77820015,18.23309898,17.76740074,17.82209969,17.36610031,18.1602993
,0.9795260457,0.4593162537,Q99PM9,Q99PM9,Uridine-cytidine kinase 2,Uck2,,7,29.404,5,2,3,14.89079952,15.26830006,NaN,NaN,14.71650028,14.40149975,NaN,14.74270058
,0.6363779432,1.165307204,Q99PT1,Q99PT1,Rho GDP-dissociation inhibitor 1,Arhgdia,,12,23.407,7,4,3,16.5196991,17.19820023,17.07029915,19.63489914,16.16320038,17.02560043,16.13260078,NaN
,0.8990903558,1.106633504,Q99PT3,Q99PT3,INO80 complex subunit B,Ino80b,,1,40.565,6,3,3,NaN,17.49130058,16.18959999,15.54510021,NaN,15.33440018,15.21500015,15.35669994
,0.4513313557,-0.4583849907,Q99PU7,Q99PU7,Ubiquitin carboxyl-terminal hydrolase BAP1,Bap1,,4,80.491,6,2,4,9.473079681,8.218470573,NaN,NaN,9.082890511,9.681810379,9.346839905,9.105099678
,1.65008115,0.6609501839,Q99PU8,Q99PU8,Putative ATP-dependent RNA helicase DHX30,Dhx30,,54,136.67,8,4,4,20.45960045,20.51440048,21.16180038,20.42930031,20.04840088,19.9890995,19.63430023,20.24950027
,0.5991544356,0.2653746605,Q99PV0,Q99PV0,Pre-mRNA-processing-splicing factor 8,Prpf8,,81,273.61,8,4,4,19.47019958,19.67840004,19.90999985,19.11470032,19.44330025,19.28720093,18.92519951,19.45610046
,0,3.039324999,Q9BCZ4,Q9BCZ4,Selenoprotein S,Vimp,,3,21.509,5,4,1,16.00530052,17.11170006,16.60919952,15.3270998,NaN,NaN,13.22399998,NaN
,2.002364427,0.8494000435,Q9CPN8;O88477,Q9CPN8,Insulin-like growth factor 2 mRNA-binding protein 3,Igf2bp3,,22,63.574,8,4,4,21.99370003,22.57579994,22.82509995,22.15460014,21.52420044,21.58939934,21.21199989,21.82600021
,1.261344759,0.8029665947,Q9CPQ3,Q9CPQ3,Mitochondrial import receptor subunit TOM22 homolog,Tomm22,,3,15.537,5,2,3,14.92980003,15.32540035,NaN,NaN,14.43630028,13.99480057,NaN,14.54279995
,0.9875620857,0.5435750484,Q9CPQ5,Q9CPQ5,Centromere protein Q,Cenpq,,2,30.501,8,4,4,16.00760078,16.82509995,15.91940022,16.66309929,15.33419991,16.02750015,15.82629967,16.05290031
,2.282312523,0.75502491,Q9CPR4,Q9CPR4,60S ribosomal protein L17,Rpl17,,10,21.423,8,4,4,25.15029907,25.12129974,25.35429955,25.04700089,24.55060005,24.19169998,24.10129929,24.80920029
,0.05968554491,0.05875015259,Q9CPR5,Q9CPR5,"39S ribosomal protein L15, mitochondrial",Mrpl15,,7,33.541,8,4,4,14.79990005,15.01089954,15.0564003,14.79240036,14.73799992,15.03649998,14.00349998,15.64659977
,1.406725251,0.7142004967,Q9CPS7,Q9CPS7,RNA-binding protein PNO1,Pno1,,7,27.453,8,4,4,19.34480095,19.45339966,20.16880035,19.30279922,18.78019905,19.11669922,18.37100029,19.14509964
+,2.387922823,1.215874672,Q9CPT5,Q9CPT5,Nucleolar protein 16,Nop16,,4,21.139,8,4,4,19.61919975,20.20730019,20.28179932,19.35140038,18.75690079,18.77059937,18.21240044,18.85630035
,0.9314511841,0.4809997082,Q9CPV3,Q9CPV3,"39S ribosomal protein L42, mitochondrial",Mrpl42,,1,16.493,8,4,4,16.02190018,16.57349968,16.76379967,15.70119953,15.86870003,16.01119995,15.6019001,15.65460014
,0.5386626089,0.5780498981,Q9CPW3,Q9CPW3,"39S ribosomal protein L54, mitochondrial",Mrpl54,,2,15.422,8,4,4,14.73130035,15.37179947,14.20820045,16.41449928,14.6121006,14.63689995,14.22169971,14.9428997
+,1.908276757,2.480674267,Q9CPW4,Q9CPW4,Actin-related protein 2/3 complex subunit 5,Arpc5,,5,16.288,8,4,4,20.79719925,20.6439991,21.50079918,18.40320015,18.41830063,17.4102993,17.81529999,17.77860069
,1.618782693,0.8463668823,Q9CPW7,Q9CPW7,Zinc finger matrin-type protein 2,Zmat2,,1,23.612,6,3,3,NaN,16.60050011,16.68020058,16.33889961,15.96379948,15.26679993,NaN,15.84990025
,0.6439802898,0.8342747688,Q9CPX7,Q9CPX7,"28S ribosomal protein S16, mitochondrial",Mrps16,,2,15.192,8,4,4,16.70369911,15.79879951,17.00810051,14.65470028,15.73779964,15.78859997,14.55560017,14.74620056
+,0.8319677734,2.862849394,Q9CQ19,Q9CQ19,Myosin regulatory light polypeptide 9,Myl9,,8,19.854,7,4,3,17.73519897,18.25919914,16.87339973,18.26280022,12.91880035,NaN,18.80360031,13.0369997
,2.064429385,0.8881993294,Q9CQ49,Q9CQ49,Nuclear cap-binding protein subunit 2,Ncbp2,,6,18.017,8,4,4,19.02039909,19.54940033,19.85029984,19.53199959,18.36930084,18.59880066,18.3927002,19.03849983
+,3.916919474,1.262000084,Q9CQ65,Q9CQ65,S-methyl-5-thioadenosine phosphorylase,Mtap,,13,31.062,8,4,4,17.87310028,18.06189919,18.48609924,18.08209991,16.94989967,16.90449905,16.67549896,16.9253006
+,1.754382405,1.188399633,Q9CQ69,Q9CQ69,Cytochrome b-c1 complex subunit 8,Uqcrq,,2,9.7681,5,2,3,16.28179932,NaN,16.44519997,NaN,15.32999992,15.39350033,14.80179977,NaN
,0.5749106944,0.8361246586,Q9CQA3,Q9CQA3,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",Sdhb,,9,31.814,6,2,4,13.99520016,15.30039978,NaN,NaN,12.98110008,14.6097002,13.99620056,13.65970039
,0.6452218683,0.7464675903,Q9CQA6,Q9CQA6,Coiled-coil-helix-coiled-coil-helix domain-containing protein 1,Chchd1,,2,13.608,6,3,3,NaN,17.51280022,18.44300079,18.35980034,17.667099,17.89949989,16.50959969,NaN
,0.8483882089,1.096949339,Q9CQE6,Q9CQE6,Histone chaperone ASF1A,Asf1a,,3,22.942,6,2,4,17.5529995,16.9265995,NaN,NaN,15.35709953,15.62860012,16.8057003,16.78000069
,1.624125957,1.162624836,Q9CQE8,Q9CQE8,UPF0568 protein C14orf166 homolog,,,7,28.152,8,4,4,20.1121006,19.30890083,19.42989922,18.29159927,17.93650055,18.22830009,18.00390053,18.32329941
,2.049342012,0.690199852,Q9CQF0,Q9CQF0,"39S ribosomal protein L11, mitochondrial",Mrpl11,,8,20.68,8,4,4,18.56220055,18.52759933,19.10840034,18.71859932,18.25699997,17.91790009,17.75,18.23110008
,0.04234156035,-0.08474993706,Q9CQF3,Q9CQF3,Cleavage and polyadenylation specificity factor subunit 5,Nudt21,,3,26.24,8,4,4,15.35630035,14.06169987,17.04319954,14.66400051,15.79269981,15.76179981,14.66870022,15.24100018
,0.3991242636,0.36825037,Q9CQI7,Q9CQI7,U2 small nuclear ribonucleoprotein B,Snrpb2,,9,25.323,8,4,4,19.22870064,18.38380051,19.22559929,17.67160034,18.5510006,18.14119911,17.88279915,18.46170044
,0.3702308782,0.2345738411,Q9CQJ4,Q9CQJ4,E3 ubiquitin-protein ligase RING2,Rnf2,,10,37.623,8,4,4,17.666399,16.59619904,17.52809906,16.81889915,16.79859924,17.06990051,16.75390053,17.0489006
+,1.169991971,1.497133255,Q9CQL4,Q9CQL4,"39S ribosomal protein L20, mitochondrial",Mrpl20,,4,17.595,7,3,4,17.49959946,16.82139969,15.61260033,NaN,14.82130051,14.40159988,15.18889999,16.17779922
,0.9137223895,1.505624771,Q9CQN1,Q9CQN1,"Heat shock protein 75 kDa, mitochondrial",Trap1,,26,80.208,8,4,4,13.76039982,14.26049995,14.62230015,12.8512001,13.43980026,10.4005003,12.03859997,13.59300041
,1.15789123,0.9071495533,Q9CQN7,Q9CQN7,"39S ribosomal protein L41, mitochondrial",Mrpl41,,4,15.261,6,2,4,NaN,15.96879959,15.01889992,NaN,14.6274004,14.41460037,14.31120014,14.99359989
+,2.51095804,1.519075394,Q9CQQ4,Q9CQQ4,Gem-associated protein 2,Gemin2,,4,30.44,8,4,4,18.98150063,19.27409935,19.48430061,18.68980026,18.16889954,17.7548008,16.88969994,17.53999901
+,1.481006834,1.775032361,Q9CQQ7,Q9CQQ7,"ATP synthase F(0) complex subunit B1, mitochondrial",Atp5f1,,9,28.948,5,3,2,NaN,16.06489944,17.0394001,16.42339897,NaN,NaN,14.33470058,15.13370037
+,1.187904077,2.014058669,Q9CQS2,Q9CQS2,H/ACA ribonucleoprotein complex subunit 3,Nop10,,3,7.7059,7,3,4,18.90719986,18.78520012,19.29030037,NaN,18.1609993,17.56290054,17.28649902,14.91030025
,1.407314686,0.5016493797,Q9CQS5,Q9CQS5,Serine/threonine-protein kinase RIO2,Riok2,,12,62.49,8,4,4,18.66930008,18.65539932,19.17000008,18.63369942,18.14870071,18.34000015,17.99069977,18.64240074
,1.348931532,0.8499747912,Q9CQS8,Q9CQS8,Protein transport protein Sec61 subunit beta,Sec61b,,5,9.9583,7,3,4,17.65029907,18.73659897,NaN,18.5734005,17.36630058,17.8178997,17.23379898,17.46249962
,0.9432510314,0.3758997917,Q9CQT2,Q9CQT2,RNA-binding protein 7,Rbm7,,5,30.148,8,4,4,17.00329971,17.14290047,17.53739929,17.08659935,16.48830032,17.05060005,16.58049965,17.14719963
,0.6951375864,0.9232664108,Q9CQU3,Q9CQU3,Protein RER1,Rer1,,2,22.988,5,2,3,NaN,NaN,16.27330017,14.93429947,15.08769989,NaN,14.40250015,14.55140018
,0.2491681776,0.4335250854,Q9CQV5,Q9CQV5,"28S ribosomal protein S24, mitochondrial",Mrps24,,4,18.901,8,4,4,17.61680031,17.60549927,16.3572998,14.81760025,16.19580078,15.57209969,16.09969902,16.7954998
+,4.272884133,2.149200201,Q9CQV8,Q9CQV8,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",Ywhab,,13,28.086,8,4,4,17.89620018,18.27070045,18.53450012,18.1196003,15.83860016,16.54269981,15.88500023,15.95790005
+,1.55691275,1.252949715,Q9CQW2,Q9CQW2,ADP-ribosylation factor-like protein 8B,Arl8b,,9,21.539,7,3,4,16.02059937,15.64550018,NaN,14.89869976,14.73910046,14.65429974,13.70359993,13.9776001
,0.1402964278,0.4075498581,Q9CQX4,Q9CQX4,PCNA-associated factor,Paf,,4,11.993,8,4,4,15.39249992,15.95539951,20.08819962,16.34560013,16.86330032,16.82769966,15.71309948,16.74740028
,0.2255083557,-0.3434503078,Q9CQY5,Q9CQY5,Magnesium transporter protein 1,Magt1,,5,37.969,8,4,4,17.44149971,15.93869972,17.73769951,15.34789944,16.82029915,17.42510033,17.11219978,16.48200035
,0.9868543077,0.313475132,Q9CR47,Q9CR47,Ribosome biogenesis protein NSA2 homolog,Nsa2,,8,30.036,8,4,4,19.12610054,19.21170044,19.55209923,18.99080086,18.96290016,19.02009964,18.57970047,19.06410027
,1.790776395,0.7901754379,Q9CR57,Q9CR57,60S ribosomal protein L14,Rpl14,,7,23.564,8,4,4,25.97920036,26.23159981,26.70700073,25.98250008,25.39769936,25.45199966,25.0387001,25.8512001
,0,NaN,Q9CR59,Q9CR59,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Gadd45gip1,,4,25.82,4,4,0,14.9605999,15.96589947,17.15990067,16.82080078,NaN,NaN,NaN,NaN
,0.2887458998,0.2094244957,Q9CR62,Q9CR62,Mitochondrial 2-oxoglutarate/malate carrier protein,Slc25a11,,10,34.155,8,4,4,18.41079903,18.68219948,17.37929916,18.06909943,18.02169991,17.96699905,17.60709953,18.10790062
+,1.420834732,1.972666899,Q9CR67,Q9CR67,Transmembrane protein 33,Tmem33,,2,28.031,5,3,2,16.7541008,15.30270004,16.30940056,NaN,14.11509991,NaN,14.18370056,NaN
,0.830859055,1.380775213,Q9CRA8,Q9CRA8,Exosome complex component RRP46,Exosc5,,3,25.194,8,4,4,17.91209984,17.19239998,17.82410049,14.89579964,16.64159966,14.51379967,15.73550034,15.41039944
,0.03874340594,-0.02922534943,Q9CRB2,Q9CRB2,H/ACA ribonucleoprotein complex subunit 2,Nhp2,,5,17.247,8,4,4,19.11289978,18.67580032,18.93280029,18.38220024,18.76930046,18.96700096,18.25130081,19.2329998
+,3.143141885,1.380625486,Q9CRB9,Q9CRB9,MICOS complex subunit Mic19,Chchd3,,6,26.334,8,4,4,17.25180054,17.47809982,17.75180054,17.45170021,16.57159996,15.6711998,15.95160007,16.21649933
,0.497770868,0.4007498423,Q9CRT8,Q9CRT8,Exportin-T,Xpot,,16,109.73,7,4,3,12.37989998,11.83909988,12.01080036,13.16520023,11.94410038,12.14680004,11.7531004,NaN
,1.186433982,0.7967000008,Q9CS00,Q9CS00,Cactin,Cactin,,8,90.66,8,4,4,18.06830025,18.11400032,17.72290039,16.78509903,16.72529984,16.7045002,16.68050003,17.39319992
,0.8211012064,0.803150177,Q9CS72,Q9CS72,Filamin-A-interacting protein 1,Filip1,,3,137.6,6,2,4,12.18370056,NaN,12.83759975,NaN,11.99380016,10.93099976,12.14750004,11.75769997
,0.2788371149,0.6054651737,Q9CS74,Q9CS74,Protein SGT1 homolog,Ecd,,6,71.709,8,4,4,13.25790024,13.31540012,9.841059685,13.30160046,11.50549984,12.37899971,11.28460026,12.125
