Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,T:.Protein.names,Gene.names,Symbol.color,Symbol.type,Symbol.size,Show.label,C:.Potential.contami1000t,N:.Peptides,N:.Mol..weight.[kDa],Valid.values,N:.Valid.values.unstim,N:.Valid.values.15.min.stim,N:.Valid.values.30.min.stim,N:.Valid.values.WT.control,FG26..unstim,FG27..unstim,FG29..unstim,FG30..15.min.stim,FG32..15.min.stim,FG33..15.min.stim,FG34..30..min.stim,FG35..30.min.stim,FG36..30.min.stim,FG50.WT.control,FG51.WT.control,FG52.WT.control,FG53.WT.control,ORIGIN,PULLED_PROTEIN,KO
FALSE,0,NA,Q8R2Q4,Q8R2Q4,"Ribosome-releasing factor 2, mitochondrial",Gfm2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,86.108,4,3,0,1,0,12.1675996780396,12.5121002197266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0.163096088500825,0.402733484903971,Q8R2Q8,Q8R2Q8,Bone marrow stromal antigen 2,Bst2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,19.152,11,4,3,4,0,17.660400390625,14.9451999664307,15.1665000915527,15.4418001174927,16.3969993591309,16.7031993865967,16.9328002929688,16.2206001281738,15.8269004821777,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0,-1.95063400268555,Q8R2R3,Q8R2R3,Alpha- and gamma-adaptin-binding protein p34,Aagab,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,34.51,10,4,2,1,3,18.4582004547119,17.5501003265381,14.5922002792358,NA,15.7234001159668,17.2159004211426,14.9161996841431,NA,NA,NA,21.6492004394531,21.4818000793457,22.319299697876,30,IRAK1,NONE
FALSE,0,NA,Q8R2R9,Q8R2R9,AP-3 complex subunit mu-2,Ap3m2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,46.916,4,2,1,1,0,14.444299697876,13.6680994033813,NA,NA,NA,14.2407999038696,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0.141287550837813,0.379000027974449,Q8R2S9,Q8R2S9,Actin-related protein 8,Actr8,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,6,70.545,15,4,3,4,4,17.663200378418,17.7047996520996,17.0790004730225,17.6893005371094,17.7940998077393,17.9055004119873,15.9219999313354,18.6933002471924,18.9687004089355,19.6604995727539,19.8701992034912,17.4353008270264,19.9682998657227,30,IRAK1,NONE
FALSE,0.046561205258243,0.0671672821044922,Q8R2T8,Q8R2T8,General transcription factor 3C polypeptide 5,Gtf3c5,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,8,60.501,14,4,3,4,3,18.8258991241455,17.3938999176025,17.5984992980957,18.180700302124,17.0060005187988,17.4806003570557,18.1900005340576,18.2402992248535,17.5895004272461,18.2968006134033,NA,19.2705001831055,19.6023006439209,30,IRAK1,NONE
FALSE,1.94446560888722,-0.590100606282551,Q8R2U0,Q8R2U0,Nucleoporin SEH1,Seh1l,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,9,39.774,15,4,3,4,4,19.5904006958008,19.4351997375488,19.1608009338379,19.4139995574951,19.0988998413086,20.2427997589111,18.8917999267578,18.774299621582,18.75,27.1793003082275,24.9692001342773,23.3687000274658,23.7691993713379,30,IRAK1,NONE
FALSE,0,-0.30583381652832,Q8R2Y9,Q8R2Y9,SOSS complex subunit B1,Nabp2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,22.628,7,4,1,1,1,15.746000289917,15.835599899292,16.1200008392334,NA,15.0113000869751,NA,NA,NA,15.5946998596191,NA,20.4871997833252,NA,NA,30,IRAK1,NONE
FALSE,0,NA,Q8R307,Q8R307,Vacuolar protein sorting-associated protein 18 homolog,Vps18,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,7,110.22,10,4,3,0,3,16.5494995117188,15.6565999984741,14.8481998443604,15.0306997299194,14.1668996810913,13.3310995101929,NA,NA,NA,17.5387001037598,NA,18.0739994049072,18.5426006317139,30,IRAK1,NONE
FALSE,0,NA,Q8R313,Q8R313,Exocyst complex component 6,Exoc6,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,93.076,9,4,1,0,4,14.910400390625,14.8420000076294,14.8535003662109,13.9928998947144,NA,NA,NA,NA,NA,16.9175205230713,16.9948997497559,20.5765991210938,21.0359001159668,30,IRAK1,NONE
FALSE,1.29513377311524,-0.742600758870445,Q8R323,Q8R323,Replication factor C subunit 3,Rfc3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,12,40.526,16,4,4,4,4,21.7975006103516,21.6434001922607,21.8840999603271,21.3518009185791,21.148099899292,21.4134998321533,20.5307998657227,21.1686992645264,21.3976993560791,23.8997993469238,24.3159999847412,24.0400009155273,24.4780006408691,30,IRAK1,NONE
FALSE,1.42415672235166,-1.6685167948405,Q8R326,Q8R326,Paraspeckle component 1,Pspc1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,58.758,13,4,3,2,4,18.4451007843018,18.6347007751465,17.6760997772217,17.3313007354736,16.7063999176025,18.7574996948242,NA,16.2142009735107,16.9526996612549,20.87380027771,22.2215003967285,21.3486003875732,21.2126998901367,30,IRAK1,NONE
FALSE,0,-1.43260065714518,Q8R344,Q8R344,Coiled-coil domain-containing protein 12,Ccdc12,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,18.891,13,4,3,2,4,19.0576000213623,18.6867008209229,18.2315006256104,17.8141002655029,18.1599998474121,17.4845008850098,NA,NA,17.2259998321533,21.4395999908447,21.4011993408203,21.4764995574951,21.6084995269775,30,IRAK1,NONE
FALSE,0,NA,Q8R349,Q8R349,Cell division cycle protein 16 homolog,Cdc16,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,5,71.459,9,4,3,1,1,16.6900997161865,16.4039993286133,16.6303997039795,12.558500289917,13.0440998077393,11.4513998031616,NA,NA,NA,NA,19.4006004333496,NA,NA,30,IRAK1,NONE
FALSE,1.40011355625888,0.530199686686199,Q8R361,Q8R361,Rab11 family-interacting protein 5,Rab11fip5,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,24,69.552,16,4,4,4,4,20.8987007141113,21.2558002471924,20.8794002532959,21.4612998962402,20.7047004699707,21.440299987793,21.2887001037598,21.6928005218506,21.6429996490479,24.5379009246826,25.4265003204346,24.6368999481201,24.9680995941162,30,IRAK1,NONE
FALSE,1.33599236230634,-1.23153305053711,Q8R3C0,Q8R3C0,Mini-chromosome mainte1000ce complex-binding protein,Mcmbp,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,6,72.89,15,4,3,4,4,16.2642993927002,16.4675006866455,15.7938003540039,15.6050996780396,14.2940998077393,16.9978008270264,15.617600440979,14.2938003540039,14.9196004867554,18.2070007324219,19.5205993652344,19.1347999572754,18.1490993499756,30,IRAK1,NONE
TRUE,2.53646745961669,-2.68960030873617,Q8R3C6,Q8R3C6,Probable RNA-binding protein 19,Rbm19,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,6,106.08,13,4,2,3,4,15.855899810791,15.3304004669189,15.5857000350952,12.6156997680664,13.9685001373291,NA,12.2713994979858,13.6017999649048,12.8299999237061,19.8437004089355,20.0219993591309,17.2012996673584,20.1615009307861,30,IRAK1,NONE
FALSE,0.21425400663238,-0.230066935221352,Q8R3F5,Q8R3F5,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",Mcat,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,6,41.928,16,4,4,4,4,16.7534008026123,16.7558994293213,16.3721008300781,16.899600982666,16.7509994506836,16.7080001831055,16.559700012207,15.6424999237061,16.9890003204346,20.5291004180908,21.3857002258301,20.8943004608154,20.7143001556396,30,IRAK1,NONE
FALSE,0.961955873015903,1.6056334177653,Q8R3F9,Q8R3F9,Speckle targeted PIP5K1A-regulated poly(A) polymerase,Tut1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,94.602,12,4,3,4,1,15.7705001831055,15.8183002471924,15.4927997589111,16.3926010131836,15.8643999099731,15.7350997924805,18.6406993865967,15.9561004638672,17.301700592041,18.9769992828369,NA,NA,NA,30,IRAK1,NONE
FALSE,1.63364028374023,-1.46291637420654,Q8R3G1,Q8R3G1,Nuclear inhibitor of protein phosphatase 1,Ppp1r8,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,38.527,10,4,3,2,1,16.1515998840332,16.2369003295898,15.5777997970581,15.4721002578735,16.0055999755859,18.0316009521484,NA,14.242000579834,14.809700012207,NA,NA,17.1114406585693,NA,30,IRAK1,NONE
FALSE,0,NA,Q8R3I3,Q8R3I3,Conserved oligomeric Golgi complex subunit 6,Cog6,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,73.039,3,3,0,0,0,NA,12.8478002548218,12.3998994827271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,1.27865944003607,-0.681666692097981,Q8R3L2,Q8R3L2,Transcription factor 25,Tcf25,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,6,76.684,16,4,4,4,4,17.2819995880127,17.8633003234863,17.6933994293213,17.3950996398926,17.5030994415283,18.1812000274658,17.0095996856689,17.1979999542236,16.5860996246338,20.8453006744385,21.0452995300293,19.4179000854492,21.0100002288818,30,IRAK1,NONE
FALSE,1.47928088711682,-1.76023356119792,Q8R3N1,Q8R3N1,Nucleolar protein 14,Nop14,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,12,98.768,16,4,4,4,4,18.1693000793457,17.8840999603271,17.4113998413086,17.4806003570557,17.7234992980957,17.8754997253418,16.7707996368408,16.3299999237061,15.0832996368408,21.335599899292,22.0739002227783,21.6963996887207,21.6411991119385,30,IRAK1,NONE
FALSE,0.728266825371028,-0.388699849446617,Q8R3N6,Q8R3N6,THO complex subunit 1,Thoc1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,13,75.435,16,4,4,4,4,18.75830078125,18.4694995880127,18.5930995941162,19.265100479126,18.8134994506836,19.1310997009277,17.8201007843018,18.2190990447998,18.6156005859375,20.5522994995117,21.6718997955322,21.7684001922607,21.2712001800537,30,IRAK1,NONE
FALSE,0.763356405615006,0.570467631022133,Q8R3P2,Q8R3P2,Probable E3 ubiquitin-protein ligase DTX2,Dtx2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,67.195,15,4,3,4,4,18.2544994354248,17.5506992340088,17.0879993438721,17.8740997314453,17.6156005859375,18.1639995574951,18.2656993865967,18.0883007049561,18.2506008148193,19.9079990386963,19.9894008636475,20.5498008728027,20.296199798584,30,IRAK1,NONE
TRUE,2.50960931054161,-2.89193375905355,Q8R3P6,Q8R3P6,von Willebrand factor A domain-containing protein 9,Vwa9,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,8,57.236,14,4,3,3,4,17.9579010009766,18.173900604248,17.5671997070313,16.6088008880615,18.4608993530273,17.3463001251221,14.7659997940063,14.4375,15.8197002410889,19.0305004119873,19.315299987793,19.7504997253418,19.215799331665,30,IRAK1,NONE
FALSE,0,NA,Q8R3P9,Q8R3P9,Ankyrin repeat domain-containing protein 32,Ankrd32,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,121,5,3,2,0,0,12.6584997177124,NA,11.842999458313,11.7772998809814,11.5982999801636,NA,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0.764001275071216,1.07283369700114,Q8R3Q0,Q8R3Q0,Store-operated calcium entry-associated regulatory factor,Saraf,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,35.856,8,4,1,2,1,15.0935001373291,13.5696001052856,13.8843002319336,15.0116004943848,NA,NA,NA,15.2033004760742,15.307300567627,NA,19.7070007324219,NA,NA,30,IRAK1,NONE
FALSE,0.23485667617058,0.26543362935384,Q8R3Q2,Q8R3Q2,Serine/threonine-protein phosphatase 6 regulatory subunit 2,Ppp6r2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,100.46,13,4,3,2,4,16.698299407959,16.9368991851807,16.0837001800537,15.7193002700806,17.7798004150391,16.5951995849609,16.4615993499756,NA,17.2152004241943,20.613000869751,21.1046009063721,20.8197002410889,20.9666996002197,30,IRAK1,NONE
FALSE,0.0294415609721989,0.0402997334798165,Q8R3S6,Q8R3S6,Exocyst complex component 1,Exoc1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,9,101.89,15,4,3,4,4,17.6769008636475,17.0114002227783,16.5000991821289,17.0745010375977,13.6993999481201,17.3532009124756,17.451099395752,17.3728008270264,16.4853992462158,18.7082996368408,18.0648002624512,20.9036998748779,16.8718795776367,30,IRAK1,NONE
FALSE,0.269993286192567,0.305767059326172,Q8R3V6,Q8R3V6,CUE domain-containing protein 1,Cuedc1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,42.779,10,4,2,4,0,17.2490005493164,16.0333995819092,16.8621006011963,17.8985004425049,NA,17.8092002868652,16.8686008453369,17.5589008331299,16.6343002319336,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,1.61578583185193,2.26469898223877,Q8R3Y5,Q8R3Y5,Uncharacterized protein C19orf47 homolog,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,44.41,16,4,4,4,4,15.6708002090454,16.1242008209229,16.0872001647949,17.7968997955322,16.5475006103516,17.4857997894287,17.3670997619629,19.4410991668701,17.8680992126465,17.0538101196289,18.482400894165,18.8001003265381,18.028600692749,30,IRAK1,NONE
FALSE,0,-1.33016681671143,Q8R3Y8,Q8R3Y8,Interferon regulatory factor 2-binding protein 1,Irf2bp1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,61.75,8,4,3,1,0,13.8681001663208,13.9713001251221,13.4317998886108,13.4091997146606,13.0384998321533,13.4883995056152,12.4268999099731,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,1.26910731715565,-0.937533060709633,Q8R409,Q8R409,Protein HEXIM1,Hexim1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,40.243,15,4,3,4,4,18.6361999511719,18.9592990875244,18.278600692749,18.531400680542,17.6124000549316,18.6112003326416,17.182300567627,18.1704006195068,17.7087993621826,18.9573001861572,19.760799407959,19.3143997192383,18.5862007141113,30,IRAK1,NONE
FALSE,1.22685982768192,-0.74766731262207,Q8R418,Q8R418,Endoribonuclease Dicer,Dicer1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,34,216.82,15,4,3,4,4,18.4731006622314,18.2341003417969,17.9370002746582,18.0993995666504,17.9426002502441,18.1079006195068,17.1229000091553,17.3477993011475,17.9305000305176,20.0727005004883,20.6161994934082,19.4776000976563,20.1809005737305,30,IRAK1,NONE
FALSE,1.08436212446598,-0.655666987101238,Q8R480,Q8R480,Nuclear pore complex protein Nup85,Nup85,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,16,74.775,16,4,4,4,4,20.1581001281738,20.0485992431641,20.364200592041,19.9918003082275,20.7639007568359,21.0753002166748,20.048900604248,19.1418991088867,19.4130992889404,24.3936996459961,25.4801006317139,25.0032005310059,25.176700592041,30,IRAK1,NONE
FALSE,0.319210957389314,-0.442933400472004,Q8R4C2,Q8R4C2,RUN and FYVE domain-containing protein 2,Rufy2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,70.092,13,4,3,4,2,15.2917003631592,14.2059001922607,13.6687002182007,13.4468002319336,13.1800994873047,14.0641002655029,13.9734001159668,13.397500038147,14.4666004180908,NA,NA,15.3424205780029,14.5095500946045,30,IRAK1,NONE
FALSE,0,NA,Q8R4H2,Q8R4H2,Rho guanine nucleotide exchange factor 12,Arhgef12,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,172.35,3,3,0,0,0,11.7230997085571,12.5353994369507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,1.54415576207164,-1.13673305511475,Q8R4I1,Q8R4I1,Ataxin-7,Atxn7,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,92.696,15,4,3,4,4,14.9470996856689,15.7540998458862,15.2729997634888,14.8459997177124,14.7384996414185,14.0074996948242,14.6766004562378,13.9046001434326,13.9827995300293,16.8726902008057,17.7465000152588,16.6046504974365,16.4422492980957,30,IRAK1,NONE
FALSE,1.00012344170634,0.928833325703939,Q8R4K2,Q8R4K2,Interleukin-1 receptor-associated kinase 4,Irak4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,50.871,11,4,3,4,0,11.8449001312256,12.5583000183105,11.6139001846313,12.6820001602173,11.9539003372192,13.1176996231079,13.2409000396729,13.2878999710083,12.2748003005981,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0.334612573130948,-0.409149805704754,Q8R4L0,Q8R4L0,Src-like-adapter 2,Sla2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,5,28.476,14,4,4,2,4,19.344799041748,18.5923004150391,18.0641994476318,17.1793994903564,17.0503997802734,15.4154996871948,NA,18.1424999237061,18.3733997344971,21.7600994110107,21.9946994781494,20.7719993591309,21.6341991424561,30,IRAK1,NONE
FALSE,0.66726856084788,0.428933779398601,Q8R4R6,Q8R4R6,Nucleoporin NUP53,Nup35,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,34.785,12,4,3,3,2,16.4062995910645,15.7543001174927,16.0844993591309,15.2088003158569,14.6253004074097,17.0195999145508,16.9540004730225,16.3239002227783,16.253999710083,18.5076007843018,NA,NA,19.5140991210938,30,IRAK1,NONE
FALSE,0.223580469197648,0.131566365559898,Q8R4U7,Q8R4U7,Leucine zipper protein 1,Luzp1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,41,119.31,16,4,4,4,4,21.6063003540039,21.2371006011963,20.8735008239746,21.7122001647949,20.9304008483887,21.4995994567871,21.3423004150391,21.2311000823975,21.538200378418,22.8311004638672,23.7119007110596,23.0090007781982,23.4752006530762,30,IRAK1,NONE
FALSE,0,NA,Q8R4Z4,Q8R4Z4,ETS translocation variant 3,Etv3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,57.026,5,3,2,0,0,NA,11.8274002075195,12.1455001831055,12.6357002258301,11.9984998703003,NA,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,1.07486651112486,-0.936200141906737,Q8R516,Q8R516,E3 ubiquitin-protein ligase MIB2,Mib2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,7,105.96,15,4,3,4,4,16.7399005889893,16.6895999908447,15.5206003189087,16.0156002044678,15.711199760437,16.3721008300781,15.5620002746582,15.2428998947144,15.3366003036499,17.7042999267578,19.2143993377686,17.7443008422852,19.0382995605469,30,IRAK1,NONE
FALSE,0,0.402199745178223,Q8R550,Q8R550,SH3 domain-containing kinase-binding protein 1,Sh3kbp1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,78.169,9,3,3,1,2,NA,16.3397006988525,15.182300567627,13.3098001480103,14.4490003585815,15.5319004058838,NA,NA,16.163200378418,NA,NA,17.7432994842529,17.763500213623,30,IRAK1,NONE
FALSE,0.0914185319512651,-0.273133118947348,Q8R570,Q8R570,Synaptosomal-associated protein 47,Snap47,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,5,46.524,12,4,3,2,3,14.3598003387451,16.6443004608154,16.246000289917,17.5044994354248,16.957799911499,17.0631999969482,16.1587009429932,14.7951002120972,NA,19.114200592041,19.8568992614746,18.3036994934082,NA,30,IRAK1,NONE
FALSE,0.323127624905855,-0.277033170064289,Q8R574,Q8R574,Phosphoribosyl pyrophosphate synthase-associated protein 2,Prpsap2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,5,40.88,13,4,3,2,4,17.2252998352051,17.7695007324219,17.0463008880615,17.5361995697021,17.281099319458,17.9155006408691,NA,16.8120002746582,17.3280010223389,18.7203006744385,18.9846000671387,18.9563999176025,19.9461994171143,30,IRAK1,NONE
FALSE,0,NA,Q8R5A6,Q8R5A6,TBC1 domain family member 22A,Tbc1d22a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,59.362,6,4,2,0,0,12.8304996490479,15.5052003860474,15.7567005157471,16.4235992431641,NA,15.9913005828857,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
TRUE,2.12124575137859,-3.26595004399617,Q8R5C5,Q8R5C5,Beta-centractin,Actr1b,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,13,42.281,12,4,3,2,3,19.3794002532959,18.861499786377,19.9195003509521,18.3617992401123,18.2252006530762,17.849100112915,16.5473003387451,15.6943998336792,NA,19.9655990600586,NA,19.8027000427246,19.6744995117188,30,IRAK1,NONE
FALSE,1.66272567640145,-1.98698345820109,Q8R5H1,Q8R5H1,Ubiquitin carboxyl-terminal hydrolase 15,Usp15,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,11,112.32,13,4,3,3,3,16.9612998962402,17.6669006347656,16.7775001525879,17.0338001251221,16.4871997833252,17.7509002685547,14.765700340271,NA,15.5307998657227,19.9948997497559,NA,19.3421993255615,20.112699508667,30,IRAK1,NONE
FALSE,0,NA,Q8R5J9,Q8R5J9,PRA1 family protein 3,Arl6ip5,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,21.557,7,4,2,0,1,17.2049999237061,16.6091003417969,15.065299987793,NA,17.1035995483398,18.6548004150391,NA,NA,NA,NA,20.6611003875732,NA,NA,30,IRAK1,NONE
FALSE,0.0404905615079093,-0.0254999796549491,Q8R5K4,Q8R5K4,Nucleolar protein 6,Nol6,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,18,129.23,15,4,3,4,4,19.065299987793,19.3936996459961,18.9920997619629,19.1212997436523,18.8071994781494,18.7040004730225,18.7747993469238,19.3001003265381,19.2996997833252,22.872200012207,23.5788993835449,23.0312004089355,23.3847999572754,30,IRAK1,NONE
FALSE,0.171234759967465,0.277183532714844,Q8R5L3,Q8R5L3,Vam6/Vps39-like protein,Vps39,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,101.69,13,4,3,3,3,11.7074995040894,12.0768995285034,13.0195999145508,12.2790002822876,11.9961996078491,12.1569995880127,13.3463001251221,11.7144498825073,12.5747995376587,15.5137901306152,NA,15.8371601104736,15.4781198501587,30,IRAK1,NONE
TRUE,3.51869282006602,5.09963321685791,Q8VBT9,Q8VBT9,Tether containing UBX domain for GLUT4,Aspscr1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,59.795,14,4,3,3,4,10.6951303482056,9.45654010772705,9.9138298034668,11.8046998977661,10.3396596908569,15.6459999084473,15.1101999282837,14.7082996368408,15.5459003448486,17.6662998199463,22.9965000152588,18.1471004486084,18.3582992553711,30,IRAK1,NONE
FALSE,2.19022915215518,-1.53193283081055,Q8VBV3,Q8VBV3,Exosome complex component RRP4,Exosc2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,10,32.631,15,4,3,4,4,20.4463996887207,20.0531005859375,19.5193996429443,19.9500007629395,19.4015998840332,19.9655990600586,18.6492004394531,18.5268001556396,18.2471008300781,22.9379997253418,23.6646003723145,23.1019992828369,23.4857997894287,30,IRAK1,NONE
FALSE,0.981343598904383,-1.84713363647461,Q8VBW5,Q8VBW5,HMG box transcription factor BBX,Bbx,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,100.78,14,4,3,3,4,15.5338001251221,14.8144998550415,15.4364004135132,14.5117998123169,14.3536996841431,13.2524995803833,15.1192998886108,12.5096998214722,12.6142997741699,16.2760410308838,16.6238899230957,16.8638000488281,16.3061199188232,30,IRAK1,NONE
FALSE,1.44284077454694,-2.67705043156942,Q8VBZ3,Q8VBZ3,Cleft lip and palate transmembrane protein 1 homolog,Clptm1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,75.29,8,4,2,2,0,15.1557998657227,16.900899887085,16.0822010040283,13.6862001419067,NA,16.5706005096436,13.8365001678467,12.9019994735718,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0.103489790203226,-0.300133387247721,Q8VC03,Q8VC03,Echinoderm microtubule-associated protein-like 3,Eml3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,6,95.694,15,4,3,4,4,14.7171001434326,14.4296998977661,13.456000328064,15.2574005126953,15.6012001037598,15.2604999542236,14.4832000732422,12.0043001174927,15.2149000167847,21.1089992523193,21.5205001831055,20.9715003967285,21.4046993255615,30,IRAK1,NONE
FALSE,0.916094193377863,-1.95193354288737,Q8VC28,Q8VC28,Aldo-keto reductase family 1 member C13,Akr1c13,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,37.057,12,4,3,3,2,16.9302997589111,16.0239009857178,15.7606000900269,16.3763008117676,16.588399887085,17.9568996429443,12.4809999465942,14.8028001785278,15.5752000808716,NA,17.7339000701904,NA,19.2003002166748,30,IRAK1,NONE
FALSE,0.928440999514798,-0.630933125813801,Q8VC31,Q8VC31,Coiled-coil domain-containing protein 9,Ccdc9,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,61.445,15,4,3,4,4,18.7490997314453,18.9316005706787,18.8080005645752,18.7119007110596,17.9207992553711,19.1389999389648,17.826000213623,17.9493007659912,18.8206005096436,21.7602005004883,22.4050998687744,23.1009006500244,22.4314002990723,30,IRAK1,NONE
FALSE,0.689715050814716,1.88913377126058,Q8VC51,Q8VC51,Telomerase Cajal body protein 1,Wrap53,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,58.151,14,4,3,3,4,12.1464996337891,16.0513000488281,15.5770998001099,12.6315994262695,12.2291994094849,16.434700012207,16.4400997161865,16.850700378418,16.1515007019043,20.024299621582,19.7457008361816,15.6794500350952,19.599100112915,30,IRAK1,NONE
FALSE,0.75912271849826,0.632165908813477,Q8VC57,Q8VC57,BTB/POZ domain-containing protein KCTD5,Kctd5,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,7,26.163,15,4,3,4,4,20.3199005126953,20.8694000244141,20.461799621582,20.906400680542,20.4258995056152,21.4249992370605,21.8507995605469,20.6945991516113,21.0021991729736,24.0566005706787,24.4643993377686,24.1611995697021,24.5389995574951,30,IRAK1,NONE
FALSE,2.83594171595527,1.24673334757487,Q8VC65,Q8VC65,Nurim,Nrm,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,29.435,15,4,3,4,4,18.74880027771,18.6401996612549,18.273099899292,19.5321006774902,20.0265998840332,19.654899597168,19.7108001708984,19.9377994537354,19.7537002563477,24.1716995239258,24.9318008422852,24.3274993896484,24.6700992584229,30,IRAK1,NONE
FALSE,0.153295306651495,-0.397699991861977,Q8VC66,Q8VC66,Afadin- and alpha-actinin-binding protein,Ssx2ip,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,70.955,15,4,3,4,4,18.8567008972168,17.5007991790771,17.5540008544922,18.0774993896484,17.5741004943848,18.0401000976563,19.2956008911133,16.661600112915,16.7611999511719,20.8617992401123,19.6284008026123,18.239200592041,21.3729991912842,30,IRAK1,NONE
